GENE_ID	GENE_ID_noversion	logFC.as.vector.pheno.sample.class.Intermediate.Normal	logFC.as.vector.pheno.sample.class.Poor	logCPM	F	pvalue	padj	evalue	rank	Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	Gene % GC content	Source (gene)	HGNC symbol	HGNC ID
ENSG00000139835.13	ENSG00000139835	-1.524436684	-0.865613761	1.56643146	27.55514885	1.18E-10	1.87E-08	6.69E-06	356	ENSG00000139835	growth hormone regulated TBC protein 1 [Source:HGNC Symbol;Acc:HGNC:20310]	13	113324164	113364148	-1	protein_coding	52.02	ensembl_havana	GRTP1	HGNC:20310
ENSG00000106012.17	ENSG00000106012	1.02508872	0.375217381	4.091815481	27.55724649	1.18E-10	1.87E-08	6.68E-06	356	ENSG00000106012	IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171]	7	2558972	2614733	1	protein_coding	52.81	ensembl_havana	IQCE	HGNC:29171
ENSG00000207989.3	ENSG00000207989	-6.371374965	-3.841500177	-7.014957149	27.56278902	1.17E-10	1.87E-08	6.66E-06	356	ENSG00000207989	microRNA 493 [Source:HGNC Symbol;Acc:HGNC:32082]	14	100869060	100869148	1	miRNA	53.93	mirbase	MIR493	HGNC:32082
ENSG00000200823.1	ENSG00000200823	-6.322487437	-4.093464139	-7.016460987	27.57129108	1.17E-10	1.87E-08	6.62E-06	354	ENSG00000200823	small nucleolar RNA, C/D box 114-2 [Source:HGNC Symbol;Acc:HGNC:32990]	14	100951856	100951933	1	snoRNA	42.31	ensembl	SNORD114-2	HGNC:32990
ENSG00000273079.5	ENSG00000273079	0.180077332	2.452851474	-1.458989813	27.53608902	1.2E-10	1.89E-08	6.78E-06	358	ENSG00000273079	glutamate ionotropic receptor NMDA type subunit 2B [Source:HGNC Symbol;Acc:HGNC:4586]	12	13437942	13981957	-1	protein_coding	40.62	ensembl_havana	GRIN2B	HGNC:4586
ENSG00000196358.10	ENSG00000196358	-2.669420202	-2.540908538	6.713630437	27.50816179	1.22E-10	1.93E-08	6.91E-06	359	ENSG00000196358	netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288]	9	132161676	132244526	1	protein_coding	55.11	ensembl_havana	NTNG2	HGNC:14288
ENSG00000166535.19	ENSG00000166535	0.719977576	2.076168855	0.335663622	27.48055307	1.24E-10	1.95E-08	7.05E-06	362	ENSG00000166535	alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]	12	8822621	8887001	1	protein_coding	44.23	ensembl_havana	A2ML1	HGNC:23336
ENSG00000139641.12	ENSG00000139641	-0.762693131	-0.555809197	7.695261967	27.48546405	1.24E-10	1.95E-08	7.02E-06	360.5	ENSG00000139641	extended synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:29534]	12	56118250	56144671	1	protein_coding	50.49	ensembl_havana	ESYT1	HGNC:29534
ENSG00000207934.1	ENSG00000207934	-5.645756692	-2.744363136	-9.378816943	27.48548684	1.24E-10	1.95E-08	7.02E-06	360.5	ENSG00000207934	microRNA 654 [Source:HGNC Symbol;Acc:HGNC:32910]	14	101040219	101040299	1	miRNA	53.09	mirbase	MIR654	HGNC:32910
ENSG00000200636.1	ENSG00000200636	-6.281385561	-2.331949041	-9.740902133	34.87700045	1.27E-10	1.98E-08	7.19E-06	363	ENSG00000200636	small nucleolar RNA, C/D box 114-27 [Source:HGNC Symbol;Acc:HGNC:33015]	14	100988161	100988230	1	snoRNA	45.71	ensembl	SNORD114-27	HGNC:33015
ENSG00000203685.9	ENSG00000203685	0.369623462	2.965340667	0.667344821	27.39397166	1.32E-10	2.06E-08	7.49E-06	364	ENSG00000203685	stum, mechanosensory transduction mediator homolog [Source:HGNC Symbol;Acc:HGNC:30491]	1	226548764	226609230	1	protein_coding	49.68	ensembl_havana	STUM	HGNC:30491
ENSG00000160256.12	ENSG00000160256	0.755008031	1.250426161	1.915310807	27.31255792	1.4E-10	2.17E-08	7.92E-06	365	ENSG00000160256	family with sequence similarity 207 member A [Source:HGNC Symbol;Acc:HGNC:15811]	21	44940012	44976989	1	protein_coding	56.7	ensembl_havana	FAM207A	HGNC:15811
ENSG00000156206.13	ENSG00000156206	-0.051465212	2.732482025	-0.008805941	27.28077513	1.43E-10	2.21E-08	8.1E-06	367	ENSG00000156206	cilia and flagella associated protein 161 [Source:HGNC Symbol;Acc:HGNC:26782]	15	81007033	81149179	1	protein_coding	41.65	ensembl_havana	CFAP161	HGNC:26782
ENSG00000103710.10	ENSG00000103710	-3.457463136	-6.809575085	0.171821101	27.27846962	1.43E-10	2.21E-08	8.11E-06	367	ENSG00000103710	RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]	15	65053337	65076690	-1	protein_coding	52.14	ensembl_havana	RASL12	HGNC:30289
ENSG00000095209.11	ENSG00000095209	1.297678959	1.320165813	3.830597997	27.27937682	1.43E-10	2.21E-08	8.11E-06	367	ENSG00000095209	transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535]	9	105694541	105776629	1	protein_coding	37.53	ensembl_havana	TMEM38B	HGNC:25535
ENSG00000278380.1	ENSG00000278380	-1.002922413	4.93866655	-6.252838801	27.2370367	1.47E-10	2.26E-08	8.35E-06	369											
ENSG00000154027.18	ENSG00000154027	-2.510210326	-2.188836108	3.456005557	27.17822998	1.53E-10	2.35E-08	8.7E-06	370.5	ENSG00000154027	adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]	1	77282019	77559966	1	protein_coding	39.61	ensembl_havana	AK5	HGNC:365
ENSG00000163491.16	ENSG00000163491	3.831967109	0.802965489	2.226452302	27.18009951	1.53E-10	2.35E-08	8.69E-06	370.5	ENSG00000163491	NIMA related kinase 10 [Source:HGNC Symbol;Acc:HGNC:18592]	3	27110085	27369460	-1	protein_coding	38.21	ensembl_havana	NEK10	HGNC:18592
ENSG00000133636.10	ENSG00000133636	2.456644201	6.876488816	-3.883338073	27.16414639	1.55E-10	2.36E-08	8.79E-06	372	ENSG00000133636	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]	12	85874295	85882992	1	protein_coding	29.39	ensembl_havana	NTS	HGNC:8038
ENSG00000150054.18	ENSG00000150054	2.076940368	1.292244225	3.849512717	27.13019257	1.59E-10	2.41E-08	9E-06	373	ENSG00000150054	membrane palmitoylated protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]	10	28050993	28334486	-1	protein_coding	38.78	ensembl_havana	MPP7	HGNC:26542
ENSG00000073734.8	ENSG00000073734	2.056065906	4.459410893	-1.886280561	27.11593405	1.6E-10	2.43E-08	9.09E-06	374.5	ENSG00000073734	ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]	2	168915498	169031324	-1	protein_coding	37.01	ensembl_havana	ABCB11	HGNC:42
ENSG00000233101.10	ENSG00000233101	5.303698991	3.151078577	3.501458773	27.11374793	1.6E-10	2.43E-08	9.1E-06	374.5	ENSG00000233101	HOXB cluster antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40283]	17	48549630	48606414	1	antisense	52.62	havana	HOXB-AS3	HGNC:40283
ENSG00000283187.1	ENSG00000283187	0.906494959	4.101777926	-3.143566283	27.0937276	1.63E-10	2.46E-08	9.23E-06	376											
ENSG00000180592.16	ENSG00000180592	3.854725082	2.283437954	3.009765378	27.05054492	1.68E-10	2.52E-08	9.52E-06	377	ENSG00000180592	SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697]	10	21513478	21526368	-1	protein_coding	45.4	ensembl_havana	SKIDA1	HGNC:32697
ENSG00000228092.1	ENSG00000228092	-0.00293463	5.683072354	-7.96634743	27.04265481	1.69E-10	2.53E-08	9.57E-06	378	ENSG00000228092	cytochrome c oxidase subunit 6C pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:49368]	10	77433572	77433782	-1	processed_pseudogene	42.65	havana	COX6CP15	HGNC:49368
ENSG00000226296.1	ENSG00000226296	-5.796415671	-4.558359751	-4.334203038	27.02120066	1.71E-10	2.56E-08	9.71E-06	379	ENSG00000226296	novel transcript	10	53291072	53311065	-1	lincRNA	35.59	havana		
ENSG00000242534.2	ENSG00000242534	0.709602166	3.382372743	4.901595691	26.96463358	1.78E-10	2.66E-08	1.01E-05	380	ENSG00000242534	immunoglobulin kappa variable 2D-28 [Source:HGNC Symbol;Acc:HGNC:5799]	2	89959979	89960754	1	IG_V_gene	43.43	ensembl_havana	IGKV2D-28	HGNC:5799
ENSG00000259448.2	ENSG00000259448	1.429047066	1.382007842	0.480244258	26.94921754	1.8E-10	2.67E-08	1.02E-05	382	ENSG00000259448	long intergenic non-protein coding RNA 2352 [Source:HGNC Symbol;Acc:HGNC:53274]	15	31216020	31224445	1	lincRNA	49.05	havana	LINC02352	HGNC:53274
ENSG00000276919.1	ENSG00000276919	-6.304804829	-3.513219222	0.350602233	26.95605754	1.79E-10	2.67E-08	1.02E-05	381	ENSG00000276919		14	100829350	100829454	1	misc_RNA	60	ensembl		
ENSG00000182257.6	ENSG00000182257	2.004681162	1.463247124	1.480553002	26.91189197	1.85E-10	2.74E-08	1.05E-05	383	ENSG00000182257	PRR34 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:25606]	22	46049478	46054144	-1	lincRNA	59.12	ensembl_havana	PRR34	HGNC:25606
ENSG00000225285.1	ENSG00000225285	0.74600149	3.059962108	-0.981204501	26.88709803	1.88E-10	2.78E-08	1.07E-05	384	ENSG00000225285	long intergenic non-protein coding RNA 1770 [Source:HGNC Symbol;Acc:HGNC:52560]	1	1430539	1434573	-1	lincRNA	66.84	havana	LINC01770	HGNC:52560
ENSG00000229582.3	ENSG00000229582	2.006401408	1.140282893	-2.168040776	26.8346039	1.95E-10	2.88E-08	1.11E-05	385	ENSG00000229582	novel transcript	9	125743754	125746552	-1	processed_transcript	46.95	ensembl_havana		
ENSG00000157851.16	ENSG00000157851	-2.050926132	0.217332953	-2.462546275	26.79272254	2.01E-10	2.95E-08	1.14E-05	386.5	ENSG00000157851	dihydropyrimidinase like 5 [Source:HGNC Symbol;Acc:HGNC:20637]	2	26847747	26950351	1	protein_coding	46.42	ensembl_havana	DPYSL5	HGNC:20637
ENSG00000204866.8	ENSG00000204866	1.173642176	5.223648316	-3.640847976	26.78097351	2.03E-10	2.95E-08	1.15E-05	388.5	ENSG00000204866	IGF like family member 2 [Source:HGNC Symbol;Acc:HGNC:32929]	19	46143106	46161299	1	protein_coding	40.54	ensembl_havana	IGFL2	HGNC:32929
ENSG00000244694.7	ENSG00000244694	1.137596141	3.908681746	-2.233363692	26.79539018	2.01E-10	2.95E-08	1.14E-05	386.5	ENSG00000244694	patched domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21345]	6	47878028	48068689	-1	protein_coding	36.75	ensembl_havana	PTCHD4	HGNC:21345
ENSG00000157110.15	ENSG00000157110	-0.460413056	1.450247761	4.829400286	26.78150012	2.03E-10	2.95E-08	1.15E-05	388.5	ENSG00000157110	RNA binding protein, mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:19097]	8	30384511	30572256	1	protein_coding	42.18	ensembl_havana	RBPMS	HGNC:19097
ENSG00000171903.16	ENSG00000171903	-2.043835079	-3.34490562	0.553723367	26.74928001	2.07E-10	3.01E-08	1.18E-05	390	ENSG00000171903	cytochrome P450 family 4 subfamily F member 11 [Source:HGNC Symbol;Acc:HGNC:13265]	19	15912367	15934867	-1	protein_coding	46.03	ensembl_havana	CYP4F11	HGNC:13265
ENSG00000099204.18	ENSG00000099204	0.565369142	2.297766529	5.778954105	26.73247645	2.1E-10	3.04E-08	1.19E-05	391	ENSG00000099204	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]	10	114431113	114768061	-1	protein_coding	42.03	ensembl_havana	ABLIM1	HGNC:78
ENSG00000221745.3	ENSG00000221745	-5.696038556	-4.496940985	-8.664331684	26.65365047	2.22E-10	3.2E-08	1.26E-05	393	ENSG00000221745	microRNA 1197 [Source:HGNC Symbol;Acc:HGNC:35376]	14	101025564	101025651	1	miRNA	42.05	mirbase	MIR1197	HGNC:35376
ENSG00000074527.11	ENSG00000074527	1.156242311	3.868371231	-0.417567415	26.65348268	2.22E-10	3.2E-08	1.26E-05	393	ENSG00000074527	netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]	12	95657807	95791152	-1	protein_coding	40.1	ensembl_havana	NTN4	HGNC:13658
ENSG00000185008.17	ENSG00000185008	0.077529884	3.965681188	0.429755523	26.65082878	2.22E-10	3.2E-08	1.26E-05	393	ENSG00000185008	roundabout guidance receptor 2 [Source:HGNC Symbol;Acc:HGNC:10250]	3	75906695	77649964	1	protein_coding	35.65	ensembl_havana	ROBO2	HGNC:10250
ENSG00000231976.8	ENSG00000231976	-2.126686825	-2.183303733	-1.937511669	26.63524573	2.24E-10	3.22E-08	1.27E-05	395	ENSG00000231976	family with sequence similarity 238 member B [Source:HGNC Symbol;Acc:HGNC:44917]	10	26647986	26653454	1	transcribed_unprocessed_pseudogene	45.15	havana	FAM238B	HGNC:44917
ENSG00000198780.11	ENSG00000198780	1.099990448	2.494141566	2.802307271	26.607155	2.29E-10	3.28E-08	1.3E-05	396	ENSG00000198780	family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]	5	74777574	74866966	-1	protein_coding	38.67	ensembl_havana	FAM169A	HGNC:29138
ENSG00000172817.3	ENSG00000172817	4.422245671	5.093012397	2.128189817	26.56664494	2.36E-10	3.37E-08	1.34E-05	397	ENSG00000172817	cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]	8	64587763	64798737	-1	protein_coding	37.55	ensembl_havana	CYP7B1	HGNC:2652
ENSG00000201247.1	ENSG00000201247	-6.510287314	-2.551332859	-6.848273603	26.52545259	2.42E-10	3.46E-08	1.38E-05	398	ENSG00000201247	small nucleolar RNA, C/D box 114-13 [Source:HGNC Symbol;Acc:HGNC:33001]	14	100969879	100969952	1	snoRNA	45.95	ensembl	SNORD114-13	HGNC:33001
ENSG00000259462.2	ENSG00000259462	0.174534346	1.733811682	-2.259886131	26.46705409	2.53E-10	3.59E-08	1.43E-05	399	ENSG00000259462	CPEB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27523]	15	82647770	82692820	1	antisense	48.9	havana	CPEB1-AS1	HGNC:27523
ENSG00000172478.17	ENSG00000172478	-3.434076512	-4.078570601	-2.23158169	26.45329885	2.55E-10	3.62E-08	1.45E-05	400	ENSG00000172478	mab-21 like 4 [Source:HGNC Symbol;Acc:HGNC:26216]	2	240886048	240896889	-1	protein_coding	62.73	ensembl_havana	MAB21L4	HGNC:26216
ENSG00000227706.3	ENSG00000227706	-5.059111972	-0.42061173	4.118642642	26.43766709	2.58E-10	3.65E-08	1.46E-05	401	ENSG00000227706	novel transcript	6	67887646	67889339	-1	lincRNA	50.24	havana		
ENSG00000224081.8	ENSG00000224081	-0.323495004	2.285150236	-0.430177105	26.42803699	2.6E-10	3.66E-08	1.47E-05	402	ENSG00000224081	SLC44A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49057]	1	94613814	94855426	-1	transcribed_processed_pseudogene	42.56	havana	SLC44A3-AS1	HGNC:49057
ENSG00000138109.9	ENSG00000138109	1.21825631	5.088827441	-2.117400721	26.36762031	2.71E-10	3.81E-08	1.54E-05	403	ENSG00000138109	cytochrome P450 family 2 subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:2623]	10	94938658	94990091	1	protein_coding	37.85	ensembl_havana	CYP2C9	HGNC:2623
ENSG00000214814.7	ENSG00000214814	3.555021294	4.96346157	-0.463465685	26.35556553	2.73E-10	3.82E-08	1.55E-05	405	ENSG00000214814	fer-1 like family member 6 [Source:HGNC Symbol;Acc:HGNC:28065]	8	123851987	124120061	1	protein_coding	41.6	havana	FER1L6	HGNC:28065
ENSG00000237290.1	ENSG00000237290	-4.781433676	-2.595594987	-3.308623943	26.35012152	2.74E-10	3.82E-08	1.56E-05	407	ENSG00000237290	long intergenic non-protein coding RNA 1343 [Source:HGNC Symbol;Acc:HGNC:50553]	1	38209034	38214806	-1	lincRNA	51.22	havana	LINC01343	HGNC:50553
ENSG00000278224.4	ENSG00000278224	0.691809852	1.898820877	2.383979807	26.35976467	2.72E-10	3.82E-08	1.55E-05	405	ENSG00000278224	prickle planar cell polarity protein 4 [Source:HGNC Symbol;Acc:HGNC:16805]	6	41780762	41787372	1	protein_coding	55.23	ensembl_havana	PRICKLE4	HGNC:16805
ENSG00000279606.1	ENSG00000279606	1.393837324	4.134289012	-3.011654629	26.3540695	2.74E-10	3.82E-08	1.55E-05	405	ENSG00000279606	TEC	17	56471142	56473647	1	TEC	40.78	havana		
ENSG00000061676.14	ENSG00000061676	0.502218575	2.737698967	1.695515541	26.28515732	2.87E-10	3.99E-08	1.63E-05	408	ENSG00000061676	NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]	2	182909115	183038858	-1	protein_coding	35.82	ensembl_havana	NCKAP1	HGNC:7666
ENSG00000067177.14	ENSG00000067177	3.337233256	4.391808332	2.245001248	26.22295669	3E-10	4.16E-08	1.7E-05	409	ENSG00000067177	phosphorylase kinase regulatory subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8925]	X	72578814	72714319	-1	protein_coding	37.87	ensembl_havana	PHKA1	HGNC:8925
ENSG00000248479.1	ENSG00000248479	5.096568364	9.634415912	-7.0440955	27.33653661	3.11E-10	4.29E-08	1.76E-05	410.5	ENSG00000248479	novel transcript	4	65702202	65705553	1	lincRNA	32.1	havana		
ENSG00000276225.1	ENSG00000276225	-6.249800631	-3.779482542	-5.326365243	26.17322195	3.11E-10	4.29E-08	1.76E-05	410.5	ENSG00000276225		14	100894817	100894913	1	misc_RNA	49.48	ensembl		
ENSG00000075223.13	ENSG00000075223	3.71921957	5.376488809	1.415911654	26.13132821	3.2E-10	4.41E-08	1.82E-05	412	ENSG00000075223	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	7	80742538	80922359	-1	protein_coding	35.82	ensembl_havana	SEMA3C	HGNC:10725
ENSG00000144366.15	ENSG00000144366	4.289005042	1.267331515	-0.069358272	26.07565166	3.33E-10	4.56E-08	1.89E-05	414.5	ENSG00000144366	GULP PTB domain containing engulfment adaptor 1 [Source:HGNC Symbol;Acc:HGNC:18649]	2	188291669	188595931	1	protein_coding	35.36	ensembl_havana	GULP1	HGNC:18649
ENSG00000156886.11	ENSG00000156886	0.892649452	2.592308279	0.881661948	26.07829441	3.32E-10	4.56E-08	1.89E-05	414.5	ENSG00000156886	integrin subunit alpha D [Source:HGNC Symbol;Acc:HGNC:6146]	16	31393312	31426505	1	protein_coding	51.78	ensembl_havana	ITGAD	HGNC:6146
ENSG00000207994.1	ENSG00000207994	-3.938045296	-8.317658854	-8.368451399	27.54816033	3.34E-10	4.56E-08	1.9E-05	414.5	ENSG00000207994	microRNA 100 [Source:HGNC Symbol;Acc:HGNC:31487]	11	122152229	122152308	-1	miRNA	46.25	mirbase	MIR100	HGNC:31487
ENSG00000211574.1	ENSG00000211574	-6.280425606	-3.681641131	-3.992750314	26.0710603	3.34E-10	4.56E-08	1.9E-05	414.5	ENSG00000211574	microRNA 770 [Source:HGNC Symbol;Acc:HGNC:33143]	14	100852390	100852487	1	miRNA	65.31	mirbase	MIR770	HGNC:33143
ENSG00000124019.9	ENSG00000124019	0.538030847	2.006401823	3.112308904	26.05558403	3.38E-10	4.6E-08	1.92E-05	417	ENSG00000124019	family with sequence similarity 124 member B [Source:HGNC Symbol;Acc:HGNC:26224]	2	224378698	224402107	-1	protein_coding	44.16	ensembl_havana	FAM124B	HGNC:26224
ENSG00000152377.13	ENSG00000152377	3.060396032	0.188709801	1.202069194	26.03329394	3.43E-10	4.66E-08	1.95E-05	418	ENSG00000152377	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]	5	136975298	137598379	-1	protein_coding	42.8	ensembl_havana	SPOCK1	HGNC:11251
ENSG00000133392.17	ENSG00000133392	-0.747691051	-0.702954528	4.985420435	26.02641938	3.45E-10	4.67E-08	1.96E-05	419	ENSG00000133392	myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]	16	15703135	15857028	-1	protein_coding	48.16	ensembl_havana	MYH11	HGNC:7569
ENSG00000253278.1	ENSG00000253278	0.789843992	3.388865223	1.773734531	25.95991582	3.61E-10	4.88E-08	2.05E-05	420	ENSG00000253278	immunoglobulin kappa variable 2-10 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5776]	2	89019992	89020686	-1	IG_V_pseudogene	48.06	havana	IGKV2-10	HGNC:5776
ENSG00000169129.14	ENSG00000169129	1.189518288	2.731055034	1.487010553	25.92282116	3.71E-10	5E-08	2.11E-05	421	ENSG00000169129	actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901]	10	114294824	114404756	-1	protein_coding	48.26	ensembl_havana	AFAP1L2	HGNC:25901
ENSG00000272159.1	ENSG00000272159	-1.43002366	-1.107199478	-0.223879077	25.8966894	3.78E-10	5.08E-08	2.14E-05	422	ENSG00000272159	novel transcript, antisense to LETM2	8	38408048	38408742	-1	antisense	42.59	havana		
ENSG00000151067.21	ENSG00000151067	-1.901637264	-0.550711485	3.063216333	25.88985866	3.8E-10	5.09E-08	2.16E-05	423	ENSG00000151067	calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]	12	1970786	2697950	1	protein_coding	47.13	havana	CACNA1C	HGNC:1390
ENSG00000156103.15	ENSG00000156103	3.314602995	5.423514724	-0.245546771	25.86801811	3.86E-10	5.15E-08	2.19E-05	424.5	ENSG00000156103	matrix metallopeptidase 16 [Source:HGNC Symbol;Acc:HGNC:7162]	8	88032011	88328025	-1	protein_coding	35.15	ensembl_havana	MMP16	HGNC:7162
ENSG00000120279.6	ENSG00000120279	3.501275195	5.975265877	2.895458652	25.87052906	3.85E-10	5.15E-08	2.18E-05	424.5	ENSG00000120279	MYC target 1 [Source:HGNC Symbol;Acc:HGNC:23172]	6	152697895	152724567	1	protein_coding	35.55	ensembl_havana	MYCT1	HGNC:23172
ENSG00000245685.6	ENSG00000245685	-1.851219618	-1.151994489	-0.008081383	25.82194271	3.99E-10	5.31E-08	2.26E-05	426	ENSG00000245685	FRG1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:51590]	4	189780336	189940271	-1	lincRNA	41.49	havana	FRG1-DT	HGNC:51590
ENSG00000229047.1	ENSG00000229047	0.893002029	2.316417795	3.30196633	25.78208841	4.1E-10	5.45E-08	2.33E-05	427	ENSG00000229047	novel transcript	21	14961309	14964233	1	antisense	32.85	havana		
ENSG00000264451.1	ENSG00000264451	1.326976526	5.285579086	-2.57024306	25.66349142	4.46E-10	5.91E-08	2.53E-05	428	ENSG00000264451	novel transcript	17	48460370	48466040	1	lincRNA	44.07	havana		
ENSG00000141255.12	ENSG00000141255	-2.71466769	-1.362771371	-2.691838714	25.64637814	4.52E-10	5.97E-08	2.56E-05	429	ENSG00000141255	spermatogenesis associated 22 [Source:HGNC Symbol;Acc:HGNC:30705]	17	3440019	3513852	-1	protein_coding	40.62	ensembl_havana	SPATA22	HGNC:30705
ENSG00000167004.12	ENSG00000167004	-0.585422215	-0.776834104	7.527136709	25.60365733	4.65E-10	6.14E-08	2.64E-05	430	ENSG00000167004	protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]	15	43746410	43773278	1	protein_coding	42.99	ensembl_havana	PDIA3	HGNC:4606
ENSG00000186583.11	ENSG00000186583	2.727870177	3.09098235	0.528467932	25.58410004	4.72E-10	6.2E-08	2.68E-05	431.5	ENSG00000186583	spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:HGNC:30510]	8	144012414	144047085	1	protein_coding	51.28	ensembl_havana	SPATC1	HGNC:30510
ENSG00000197360.9	ENSG00000197360	-1.135478196	0.940434123	0.389431429	25.58534505	4.72E-10	6.2E-08	2.68E-05	431.5	ENSG00000197360	zinc finger protein 98 [Source:HGNC Symbol;Acc:HGNC:13174]	19	22391019	22532485	-1	protein_coding	41.75	ensembl_havana	ZNF98	HGNC:13174
ENSG00000232271.1	ENSG00000232271	6.098157465	9.992659854	-3.109367329	25.57770576	4.74E-10	6.21E-08	2.69E-05	433	ENSG00000232271	novel transcript	20	7069614	7146656	1	lincRNA	37.11	havana		
ENSG00000180532.10	ENSG00000180532	0.270340581	3.953757969	-1.488046125	25.55236377	4.83E-10	6.31E-08	2.74E-05	434	ENSG00000180532	zinc finger and SCAN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23709]	19	57668935	57679152	1	protein_coding	41.56	ensembl_havana	ZSCAN4	HGNC:23709
ENSG00000170561.12	ENSG00000170561	-2.814791057	-1.033530643	-1.99698252	25.49445533	5.03E-10	6.56E-08	2.85E-05	435	ENSG00000170561	iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]	5	2745845	2751677	-1	protein_coding	57.74	ensembl_havana	IRX2	HGNC:14359
ENSG00000274956.2	ENSG00000274956	-2.234304287	1.808278288	-1.778948211	25.48380501	5.07E-10	6.6E-08	2.88E-05	436	ENSG00000274956	NKAIN3 intronic transcript [Source:HGNC Symbol;Acc:HGNC:48595]	8	62977861	62984900	1	lincRNA	39.96	ensembl_havana	NKAIN3-IT1	HGNC:48595
ENSG00000100234.11	ENSG00000100234	0.902184451	3.497085963	3.88995805	25.46570564	5.13E-10	6.67E-08	2.91E-05	437	ENSG00000100234	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]	22	32801701	32863043	1	protein_coding	47.18	ensembl_havana	TIMP3	HGNC:11822
ENSG00000198838.13	ENSG00000198838	-0.22551478	1.906681107	4.136911117	25.45351276	5.18E-10	6.71E-08	2.94E-05	438	ENSG00000198838	ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]	15	33310945	33866121	1	protein_coding	41.56	ensembl_havana	RYR3	HGNC:10485
ENSG00000184371.13	ENSG00000184371	0.802346784	2.560446754	3.845251585	25.40046966	5.38E-10	6.95E-08	3.05E-05	439	ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	protein_coding	54.81	ensembl_havana	CSF1	HGNC:2432
ENSG00000196569.11	ENSG00000196569	0.42633092	2.39818767	-0.58058543	25.35487994	5.56E-10	7.17E-08	3.15E-05	440	ENSG00000196569	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	6	128883141	129516569	1	protein_coding	36.02	ensembl_havana	LAMA2	HGNC:6482
ENSG00000169840.4	ENSG00000169840	5.239486918	-0.237389114	-1.290151208	25.33972562	5.62E-10	7.23E-08	3.19E-05	441	ENSG00000169840	GS homeobox 1 [Source:HGNC Symbol;Acc:HGNC:20374]	13	27792643	27794768	1	protein_coding	63.97	ensembl_havana	GSX1	HGNC:20374
ENSG00000215961.1	ENSG00000215961	-5.733596564	-1.282229095	-9.893197161	31.61683902	5.71E-10	7.33E-08	3.24E-05	442	ENSG00000215961	microRNA 297 [Source:HGNC Symbol;Acc:HGNC:33691]	4	110860582	110860647	-1	miRNA	27.27	mirbase	MIR297	HGNC:33691
ENSG00000257582.5	ENSG00000257582	8.44177533	7.324692664	1.200904381	25.23962188	6.03E-10	7.73E-08	3.42E-05	443	ENSG00000257582	long intergenic non-protein coding RNA 1475 [Source:HGNC Symbol;Acc:HGNC:51113]	10	99526350	99531177	-1	lincRNA	51.14	havana	LINC01475	HGNC:51113
